epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
111,6340.18,0.9233,0.80902,1.13962,0.82039,0.67166,0.73963,0.54222,0.97226,0.89308,1.11623,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
112,6396.77,0.92322,0.80472,1.13459,0.82508,0.67052,0.73994,0.54301,0.97059,0.89262,1.11491,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
113,6453.3,0.91195,0.79102,1.13644,0.82616,0.67133,0.74096,0.54413,0.96849,0.8907,1.11375,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
114,6509.96,0.91771,0.79357,1.13319,0.82456,0.67333,0.74103,0.54496,0.96746,0.89021,1.11332,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
115,6566.64,0.90866,0.77798,1.12885,0.82714,0.67277,0.74135,0.54549,0.96672,0.89044,1.11297,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
116,6623.26,0.90819,0.77709,1.12957,0.82799,0.67356,0.74214,0.54631,0.96624,0.88982,1.1129,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
117,6679.87,0.90081,0.77212,1.12798,0.82672,0.67501,0.74252,0.54744,0.96552,0.88966,1.11255,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
118,6736.5,0.89874,0.76651,1.12601,0.82621,0.67628,0.74303,0.54815,0.96476,0.8887,1.11218,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
119,6793.12,0.8925,0.75828,1.121,0.83101,0.67623,0.74321,0.54853,0.96383,0.88893,1.11196,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
120,6849.74,0.88712,0.75607,1.11585,0.82905,0.67785,0.74337,0.54892,0.96257,0.88851,1.11103,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
