epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
108,18150.2,0.92177,0.82162,1.18516,0.84433,0.7065,0.77679,0.60533,1.00023,1.03694,1.20173,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
109,18317.5,0.92414,0.82097,1.18875,0.8413,0.70769,0.77685,0.6058,0.99945,1.03599,1.20102,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
110,18484.9,0.91514,0.81002,1.17822,0.84154,0.70739,0.77636,0.60657,0.99818,1.03681,1.20019,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
111,18652,0.90011,0.7997,1.17407,0.84321,0.70582,0.77576,0.60732,0.9969,1.03932,1.20019,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
112,18819.3,0.89817,0.79385,1.17007,0.83483,0.71129,0.77731,0.60892,0.99508,1.03762,1.19862,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
113,18986.5,0.89696,0.78336,1.17178,0.83833,0.71205,0.7785,0.6103,0.99327,1.03762,1.19862,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
114,19153.8,0.88292,0.77027,1.16315,0.84311,0.70776,0.77827,0.61109,0.99171,1.03502,1.19861,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
115,19321.3,0.89584,0.77924,1.16021,0.8521,0.70197,0.77942,0.61255,0.98942,1.03596,1.19651,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
116,19488.6,0.8877,0.76918,1.16013,0.85144,0.70454,0.78054,0.61383,0.98796,1.03523,1.19592,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
117,19655.8,0.88124,0.76275,1.15638,0.84918,0.70748,0.78078,0.61407,0.98652,1.0367,1.19425,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
118,19823.8,0.89375,0.7595,1.15364,0.85491,0.70737,0.78135,0.61478,0.98387,1.03644,1.19256,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
119,19991.5,0.87545,0.75062,1.15444,0.8548,0.70766,0.78151,0.61484,0.98229,1.03762,1.1922,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
120,20158.9,0.87204,0.74123,1.15303,0.86323,0.70395,0.78175,0.61549,0.98075,1.03932,1.19202,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
121,20326.1,0.86347,0.73668,1.14593,0.86603,0.70263,0.78184,0.61646,0.97903,1.04032,1.19232,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
122,20493.5,0.85732,0.73497,1.14257,0.85661,0.70751,0.78195,0.61696,0.97882,1.04112,1.19182,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
123,20660.8,0.85689,0.73709,1.13946,0.8583,0.70719,0.78198,0.61713,0.97767,1.04306,1.19157,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
124,20828.3,0.85525,0.72084,1.1358,0.85049,0.71202,0.78248,0.61831,0.97597,1.046,1.19037,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
125,20995.5,0.85281,0.72579,1.14019,0.85321,0.71142,0.78247,0.61872,0.97317,1.0499,1.18967,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
126,21162.8,0.85379,0.71548,1.13871,0.85535,0.71138,0.78307,0.61964,0.97232,1.04892,1.1888,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
127,21330.2,0.85327,0.7166,1.1361,0.85614,0.71108,0.78239,0.61982,0.97154,1.05143,1.18833,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
128,21497.4,0.84276,0.70592,1.13302,0.86261,0.70673,0.78246,0.61993,0.97052,1.05187,1.1878,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
129,21664.8,0.84128,0.69104,1.12859,0.85765,0.71106,0.78291,0.62116,0.96999,1.05057,1.18813,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
130,21832,0.83433,0.68343,1.12582,0.85341,0.71433,0.78266,0.62134,0.96985,1.05075,1.18885,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
131,21999.2,0.82889,0.68304,1.11741,0.85981,0.71074,0.78317,0.62232,0.9695,1.05016,1.18851,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
132,22166.4,0.8242,0.67444,1.12259,0.85636,0.71141,0.7829,0.62236,0.96874,1.04972,1.18813,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
133,22333.7,0.8218,0.67135,1.11877,0.8577,0.71107,0.78257,0.62248,0.96841,1.05019,1.18784,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
134,22501,0.80377,0.65464,1.10965,0.85589,0.71366,0.78263,0.62298,0.96832,1.04945,1.18747,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
135,22668.4,0.82275,0.66716,1.11336,0.85164,0.71665,0.78237,0.62311,0.96788,1.0495,1.18711,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
